"","x","meanr","lclr","uclr"
"99",98,1.6438213036248,1.36175874231382,1.98430778836742
"100",99,1.64837239603094,1.3640997442205,1.99188627335274
"101",100,1.65288288456895,1.36641744610256,1.9994049680012
"102",101,1.65735287821955,1.36871197769328,2.00686383089297
"103",102,1.66178250097686,1.37098347507318,2.0142628490876
"104",103,1.66617189132013,1.37323208038469,2.02160203732469
"105",104,1.67052120168362,1.37545794154854,2.0288814372126
"106",105,1.67483059792586,1.37766121198216,2.03610111640787
"107",106,1.67910025879949,1.37984205032078,2.04326116778735
"108",107,1.68333037542289,1.3820006201417,2.05036170861548
"109",108,1.68752115075457,1.38413708969214,2.05740287970854
"110",109,1.6916727990713,1.38625163162105,2.06438484459798
"111",110,1.69578554545105,1.38834442271532,2.07130778869444
"112",111,1.69985962526133,1.39041564364062,2.07817191845437
"113",112,1.70389528365383,1.39246547868729,2.08497746055057
"114",113,1.70789277506608,1.3944941155214,2.09172466104834
"115",114,1.71185236273067,1.39650174494124,2.09841378458848
"116",115,1.71577431819269,1.39848856063956,2.10504511357839
"117",116,1.71965892083583,1.40045475897153,2.11161894739247
"118",117,1.72350645741766,1.40240053872874,2.11813560158288
"119",118,1.72731722161446,1.40432610091925,2.12459540710159
"120",119,1.73109151357599,1.40623164855378,2.13099870953459
"121",120,1.73482963949043,1.40811738643825,2.13734586834921
"122",121,1.73853191115988,1.40998352097249,2.14363725615498
"123",122,1.74219864558656,1.41183025995542,2.14987325797895
"124",123,1.74583016456988,1.41365781239649,2.15605427055584
"125",124,1.74942679431459,1.4154663883335,2.16218070163368
"126",125,1.75298886505005,1.41725619865674,2.16825296929517
"127",126,1.75651671066078,1.41902745493951,2.1742715012953
"128",127,1.76001066832825,1.42078036927481,2.18023673441541
"129",128,1.76347107818396,1.4225151541183,2.18614911383411
"130",129,1.7668982829739,1.42423202213739,2.19200909251495
"131",130,1.77029262773411,1.42593118606642,2.19781713061136
"132",131,1.77365445947763,1.42761285856783,2.20357369488867
"133",132,1.77698412689241,1.42927725209922,2.20927925816338
"134",133,1.78028198005033,1.43092457878623,2.21493429875972
"135",134,1.78354837012717,1.43255505030111,2.22053929998339
"136",135,1.78678364913326,1.43416887774687,2.22609474961251
"137",136,1.78998816965487,1.43576627154698,2.23160113940562
"138",137,1.79316228460605,1.43734744134032,2.2370589646267
"139",138,1.79630634699078,1.43891259588146,2.24246872358686
"140",139,1.79942070967523,1.44046194294601,2.24783091720285
"141",140,1.80250572517006,1.44199568924095,2.25314604857183
"142",141,1.80556174542235,1.44351404031985,2.25841462256249
"143",142,1.80858912161716,1.4450172005028,2.26363714542207
"144",143,1.81158820398839,1.44650537280088,2.26881412439913
"145",144,1.81455934163875,1.44797875884523,2.27394606738177
"146",145,1.81750288236869,1.44943755882027,2.27903348255107
"147",146,1.8204191725139,1.45088197140127,2.28407687804927
"148",147,1.82330855679137,1.45231219369588,2.28907676166272
"149",148,1.8261713781536,1.45372842118963,2.29403364051889
"150",149,1.82900797765082,1.45513084769527,2.29894802079744
"151",150,1.83181869430096,1.45651966530566,2.30382040745484
"152",151,1.83460386496724,1.45789506435038,2.30865130396231
"153",152,1.83736382424289,1.45925723335557,2.31344121205659
"154",153,1.84009890434313,1.46060635900718,2.31819063150345
"155",154,1.84280943500389,1.46194262611735,2.32290005987331
"156",155,1.84549574338714,1.46326621759385,2.32756999232888
"157",156,1.84815815399271,1.46457731441241,2.3322009214243
"158",157,1.85079698857624,1.46587609559189,2.33679333691552
"159",158,1.85341256607302,1.46716273817214,2.34134772558156
"160",159,1.85600520252771,1.46843741719446,2.34586457105632
"161",160,1.85857521102952,1.46970030568447,2.3503443536706
"162",161,1.86112290165273,1.47095157463744,2.35478755030397
"163",162,1.86364858140229,1.47219139300582,2.3591946342462
"164",163,1.86615255416446,1.47341992768893,2.3635660750679
"165",164,1.86863512066208,1.47463734352475,2.36790233850006
"166",165,1.87109657841439,1.47584380328367,2.37220388632217
"167",166,1.87353722170124,1.47703946766407,2.3764711762586
"168",167,1.87595734153144,1.4782244952897,2.38070466188292
"169",168,1.87835722561512,1.47939904270882,2.38490479252996
"170",169,1.88073715833985,1.48056326439487,2.38907201321516
"171",170,1.88309742075051,1.48171731274865,2.39320676456101
"172",171,1.88543829053253,1.48286133810205,2.39730948273032
"173",172,1.88776004199852,1.48399548872307,2.40138059936601
"174",173,1.89006294607806,1.48511991082211,2.40542054153711
"175",174,1.89234727031046,1.48623474855957,2.40942973169081
"176",175,1.89461327884046,1.48734014405452,2.41340858761021
"177",176,1.8968612324166,1.48843623739454,2.41735752237756
"178",177,1.89909138839221,1.48952316664643,2.42127694434277
"179",178,1.90130400072881,1.49060106786809,2.42516725709691
"180",179,1.90349932000192,1.4916700751211,2.42902885945046
"181",180,1.905677593409,1.49273032048425,2.4328621454162
"182",181,1.9078390647795,1.49378193406783,2.43666750419639
"183",182,1.90998397458686,1.49482504402862,2.44044532017407
"184",183,1.91211255996243,1.49585977658562,2.4441959729083
"185",184,1.91422505471104,1.49688625603636,2.44791983713322
"186",185,1.91632168932826,1.49790460477377,2.4516172827605
"187",186,1.91840269101926,1.49891494330368,2.45528867488533
"188",187,1.92046828371899,1.49991739026274,2.45893437379543
"189",188,1.92251868811386,1.50091206243677,2.46255473498319
"190",189,1.92455412166455,1.50189907477961,2.46615010916064
"191",190,1.9265747986301,1.5028785404323,2.46972084227707
"192",191,1.92858093009304,1.50385057074257,2.4732672755392
"193",192,1.93057272398559,1.50481527528465,2.4767897454338
"194",193,1.93255038511675,1.50577276187941,2.48028858375245
"195",194,1.9345141152003,1.50672313661468,2.48376411761855
"196",195,1.93646411288358,1.50766650386575,2.48721666951612
"197",196,1.93840057377702,1.50860296631615,2.49064655732066
"198",197,1.94032369048435,1.50953262497852,2.4940540943316
"199",198,1.9422336526334,1.51045557921558,2.49743958930638
"200",199,1.94413064690748,1.51137192676131,2.50080334649609
"201",200,1.94601485707724,1.51228176374208,2.50414566568245
"202",201,1.94788646403296,1.51318518469797,2.50746684221611
"203",202,1.9497456458173,1.51408228260401,2.51076716705611
"204",203,1.95159257765835,1.51497314889154,2.51404692681047
"205",204,1.95342743200297,1.51585787346949,2.51730640377777
"206",205,1.95525037855042,1.5167365447457,2.52054587598966
"207",206,1.95706158428624,1.51760924964818,2.52376561725416
"208",207,1.95886121351621,1.51847607364634,2.52696589719983
"209",208,1.96064942790056,1.51933710077212,2.53014698132047
"210",209,1.96242638648821,1.52019241364108,2.53330913102058
"211",210,1.96419224575115,1.52104209347339,2.53645260366125
"212",211,1.96594715961879,1.52188622011471,2.53957765260656
"213",212,1.9676912795124,1.52272487205696,2.54268452727048
"214",213,1.96942475437947,1.52355812645898,2.54577347316396
"215",214,1.97114773072804,1.52438605916699,2.54884473194245
"216",215,1.97286035266101,1.52520874473505,2.55189854145366
"217",216,1.97456276191031,1.52602625644519,2.5549351357854
"218",217,1.97625509787095,1.52683866632751,2.55795474531373
"219",218,1.977937497635,1.52764604518006,2.56095759675107
"220",219,1.97961009602533,1.52844846258857,2.56394391319446
"221",220,1.98127302562924,1.52924598694596,2.5669139141738
"222",221,1.98292641683189,1.5300386854717,2.56986781570006
"223",222,1.9845703978495,1.53082662423098,2.57280583031345
"224",223,1.98620509476234,1.53160986815364,2.57572816713148
"225",224,1.98783063154752,1.53238848105298,2.57863503189696
"226",225,1.98944713011145,1.53316252564428,2.58152662702571
"227",226,1.99105471032216,1.53393206356314,2.58440315165423
"228",227,1.9926534900412,1.53469715538365,2.58726480168707
"229",228,1.99424358515543,1.53545786063631,2.590111769844
"230",229,1.99582510960835,1.53621423782571,2.59294424570689
"231",230,1.99739817543124,1.53696634444805,2.59576241576634
"232",231,1.99896289277398,1.5377142370084,2.59856646346801
"233",232,2.00051936993553,1.53845797103774,2.60135656925857
"234",233,2.00206771339405,1.53919760110979,2.60413291063138
"235",234,2.0036080278368,1.53993318085761,2.60689566217178
"236",235,2.00514041618963,1.54066476298999,2.60964499560198
"237",236,2.00666497964613,1.5413923993076,2.61238107982564
"238",237,2.00818181769647,1.54211614071888,2.61510408097197
"239",238,2.00969102815587,1.5428360372558,2.61781416243946
"240",239,2.01119270719278,1.54355213808931,2.62051148493916
"241",240,2.0126869493566,1.54426449154457,2.62319620653757
"242",241,2.01417384760516,1.54497314511601,2.62586848269907
"243",242,2.01565349333177,1.54567814548212,2.62852846632782
"244",243,2.01712597639194,1.54637953852005,2.63117630780937
"245",244,2.01859138512979,1.54707736931995,2.63381215505163
"246",245,2.02004980640396,1.54777168219911,2.63643615352549
"247",246,2.02150132561336,1.54846252071588,2.63904844630488
"248",247,2.0229460267224,1.5491499276834,2.64164917410645
"249",248,2.0243839922859,1.54983394518306,2.64423847532863
"250",249,2.02581530347374,1.55051461457776,2.64681648609034
"251",250,2.02724004009502,1.551191976525,2.64938334026911
"252",251,2.02865828062191,1.5518660709897,2.65193916953878
"253",252,2.0300701022132,1.55253693725685,2.65448410340662
"254",253,2.03147558073745,1.55320461394395,2.65701826925005
"255",254,2.03287479079574,1.55386913901318,2.65954179235281
"256",255,2.03426780574422,1.5545305497835,2.66205479594063
"257",256,2.03565469771611,1.55518888294238,2.66455740121644
"258",257,2.03703553764354,1.55584417455749,2.66704972739504
"259",258,2.03841039527897,1.55649646008808,2.66953189173733
"260",259,2.03977933921623,1.5571457743962,2.67200400958398
"261",260,2.0411424369113,1.55779215175777,2.6744661943887
"262",261,2.0424997547027,1.55843562587338,2.67691855775091
"263",262,2.04385135783161,1.55907622987894,2.67936120944803
"264",263,2.04519731046157,1.55971399635619,2.6817942574672
"265",264,2.04653767569796,1.56034895734293,2.68421780803659
"266",265,2.04787251560708,1.56098114434317,2.68663196565615
"267",266,2.04920189123495,1.561610588337,2.689036833128
"268",267,2.05052586262576,1.56223731979038,2.69143251158622
"269",268,2.0518444888401,1.56286136866467,2.69381910052626
"270",269,2.05315782797273,1.56348276442605,2.69619669783388
"271",270,2.05446593717021,1.56410153605478,2.69856539981355
"272",271,2.05576887264808,1.5647177120542,2.7009253012165
"273",272,2.0570666897079,1.56533132045965,2.70327649526828
"274",273,2.05835944275383,1.56594238884724,2.70561907369581
"275",274,2.05964718530905,1.56655094434238,2.70795312675408
"276",275,2.06092997003184,1.56715701362823,2.71027874325236
"277",276,2.06220784873137,1.56776062295393,2.71259601058
"278",277,2.06348087238324,1.56836179814276,2.71490501473176
"279",278,2.06474909114474,1.56896056460005,2.71720584033276
"280",279,2.06601255436981,1.56955694732101,2.71949857066302
"281",280,2.06727131062378,1.57015097089841,2.72178328768149
"282",281,2.06852540769779,1.57074265953011,2.72406007204982
"283",282,2.06977489262302,1.5713320370264,2.72632900315559
"284",283,2.07101981168459,1.57191912681729,2.72859015913523
"285",284,2.07226021043529,1.57250395195959,2.73084361689647
"286",285,2.07349613370898,1.57308653514391,2.73308945214051
"287",286,2.07472762563379,1.57366689870148,2.73532773938366
"288",287,2.07595472964508,1.57424506461087,2.73755855197873
"289",288,2.07717748849818,1.57482105450456,2.739781962136
"290",289,2.07839594428081,1.57539488967545,2.74199804094378
"291",290,2.07961013842541,1.57596659108313,2.74420685838868
"292",291,2.08082011172111,1.57653617936014,2.74640848337547
"293",292,2.08202590432556,1.57710367481806,2.7486029837466
"294",293,2.08322755577651,1.57766909745349,2.75079042630138
"295",294,2.08442510500322,1.5782324669539,2.75297087681481
"296",295,2.08561859033753,1.5787938027034,2.75514440005609
"297",296,2.08680804952493,1.57935312378838,2.75731105980675
"298",297,2.0879935197352,1.57991044900304,2.75947091887852
"299",298,2.08917503757304,1.58046579685482,2.76162403913082
"300",299,2.09035263908836,1.5810191855697,2.76377048148796
"301",300,2.09152635978648,1.58157063309748,2.76591030595601
